,Calcium,Calories,Cholesterol,Dietary Fiber,Folate,Iron,Magnesium,Niacin,Popularity,Potassium,Protein,Rating,Reference,Region,Saturated Fat,Sodium,Sugars,Thiamin,Title,Total Carbohydrates,Total Fat,Vitamin A,Vitamin B6,Vitamin C,VeggieWeight,NutriScore,NutriLetter
Thai Carrot Salad,32.0,183,0.0,2.7,27.0,1.0,32.0,2.0,17.0,288.0,3.5,4.8000001907348615,239964/thai-carrot-salad/,thai,1.0,332.0,28.0,0.0,Thai Carrot Salad,34.3,5.4,9951IU,0.0,6.0,67.0,3,C
Thai Chicken Satay,41.0,391,66.0,3.0,38.0,3.0,103.0,23.0,72.0,607.0,35.4,4.33333349227905,90294/thai-chicken-satay/,thai,9.0,315.0,0.0,0.0,Thai Chicken Satay,9.3,25.0,81IU,1.0,9.0,2.0,-1,A
Thai Red Curry Paste,60.0,103,2.0,3.9,25.0,2.0,23.0,1.0,7.0,271.0,2.6,4.0,239501/thai-red-curry-paste/,thai,1.0,593.0,5.0,0.0,Thai Red Curry Paste,15.0,4.3,896IU,0.0,12.0,53.0,1,B
Curried Coconut Chicken,67.0,375,78.0,2.8,25.0,5.0,75.0,16.0,5000.0,647.0,32.2,4.49468088150024,68532/curried-coconut-chicken/,thai,14.0,807.0,11.0,0.0,Curried Coconut Chicken,16.7,20.9,287IU,0.0,10.0,90.0,2,B
Peanut Butter Noodles,31.0,330,0.0,1.9,29.0,1.0,43.0,5.0,1000.0,275.0,10.7,4.46724605560303,11835/peanut-butter-noodles/,thai,2.0,1188.0,9.0,0.0,Peanut Butter Noodles,46.8,12.0,63IU,0.0,2.0,27.0,4,C
The Best Thai Coconut Soup,50.0,368,86.0,2.0,28.0,7.0,94.0,5.0,2000.0,451.0,13.2,4.61617088317871,146035/the-best-thai-coconut-soup/,thai,28.0,579.0,2.0,0.0,The Best Thai Coconut Soup,8.9,32.9,199IU,0.0,5.0,186.0,5,C
Pad Thai,62.0,524,178.0,2.9,52.0,2.0,60.0,15.0,1000.0,394.0,26.4,3.93227672576904,42968/pad-thai/,thai,6.0,594.0,8.0,0.0,Pad Thai,58.5,20.7,460IU,1.0,19.0,88.0,0,B
Chicken Satay,24.0,162,68.0,0.7,11.0,1.0,45.0,19.0,575.0,374.0,28.8,4.23602485656738,17511/chicken-satay/,thai,1.0,694.0,2.0,0.0,Chicken Satay,4.1,3.0,44IU,1.0,6.0,3.0,-2,A
Spicy Thai Basil Chicken (Pad Krapow Gai),99.0,715,156.0,1.4,133.0,5.0,92.0,23.0,1000.0,670.0,49.8,4.77797222137451,257938/spicy-thai-basil-chicken-pad-krapow-gai/,thai,7.0,1182.0,6.0,0.0,Spicy Thai Basil Chicken (Pad Krapow Gai),58.6,30.0,1568IU,1.0,31.0,40.0,0,B
Thai Green Curry Chicken,47.0,472,57.0,1.8,33.0,5.0,83.0,8.0,791.0,475.0,27.1,4.52692317962646,141833/thai-green-curry-chicken/,thai,24.0,935.0,7.0,0.0,Thai Green Curry Chicken,14.6,40.9,526IU,0.0,5.0,58.0,6,C
Thai Cucumber Salad,48.0,238,0.0,2.8,46.0,1.0,62.0,4.0,695.0,461.0,5.8,4.626953125,169593/thai-cucumber-salad/,thai,1.0,1751.0,30.0,0.0,Thai Cucumber Salad,37.1,9.4,471IU,0.0,10.0,287.0,2,B
Thai Pineapple Chicken Curry,65.0,623,20.0,3.5,143.0,7.0,112.0,10.0,457.0,546.0,20.3,4.50746250152588,86005/thai-pineapple-chicken-curry/,thai,25.0,781.0,16.0,0.0,Thai Pineapple Chicken Curry,77.5,34.5,374IU,0.0,27.0,275.0,2,B
Thai Red Chicken Curry,29.0,271,59.0,1.9,34.0,1.0,32.0,12.0,618.0,383.0,25.4,3.8322296142578094,85815/thai-red-chicken-curry/,thai,6.0,147.0,4.0,0.0,Thai Red Chicken Curry,11.2,15.8,3653IU,0.0,47.0,211.0,-3,A
Thai Chicken with Basil Stir Fry,81.0,506,78.0,2.2,141.0,5.0,84.0,19.0,829.0,462.0,36.9,4.361445903778081,35892/thai-chicken-with-basil-stir-fry/,thai,7.0,804.0,2.0,0.0,Thai Chicken with Basil Stir Fry,60.0,12.1,855IU,1.0,7.0,152.0,-1,A
Moussaka,351.0,567,123.0,5.4,57.0,3.0,60.0,9.0,787.0,742.0,23.6,4.44483995437622,19644/moussaka/,greek,18.0,1017.0,14.0,0.0,Moussaka,29.1,39.4,920IU,0.0,6.0,137.0,4,C
Pastitsio,173.0,430,180.0,1.9,95.0,4.0,48.0,10.0,25.0,467.0,27.5,4.06666660308838,109841/pastitsio/,greek,11.0,690.0,3.0,0.0,Pastitsio,27.8,23.0,609IU,0.0,3.0,33.0,1,B
Greek Lemon Chicken and Potatoes,93.0,1139,284.0,3.0,52.0,6.0,112.0,36.0,1000.0,1428.0,80.4,4.73760318756104,242352/greek-lemon-chicken-and-potatoes/,greek,17.0,1866.0,2.0,0.0,Greek Lemon Chicken and Potatoes,34.5,74.5,625IU,2.0,26.0,105.0,0,B
Greek Stuffed Tomatoes and Peppers (Yemista),49.0,348,44.0,3.4,89.0,3.0,36.0,6.0,27.0,553.0,13.0,4.33333349227905,233236/greek-stuffed-tomatoes-and-peppers-yemista/,greek,7.0,412.0,5.0,0.0,Greek Stuffed Tomatoes and Peppers (Yemista),28.5,20.6,1394IU,0.0,61.0,135.0,1,B
Mediterranean Puff Pastry Chicken,181.0,515,101.0,2.1,94.0,3.0,50.0,13.0,269.0,438.0,22.4,4.561983585357671,140729/mediterranean-puff-pastry-chicken/,greek,10.0,524.0,3.0,0.0,Mediterranean Puff Pastry Chicken,33.6,32.6,1654IU,0.0,9.0,26.0,2,B
Grecian Pork Tenderloin,91.0,404,65.0,2.2,19.0,3.0,44.0,11.0,408.0,535.0,24.3,4.57456159591675,14951/grecian-pork-tenderloin/,greek,5.0,829.0,1.0,1.0,Grecian Pork Tenderloin,9.1,31.1,343IU,1.0,22.0,0.0,1,B
Greek Style Garlic Chicken Breast,36.0,644,68.0,1.6,7.0,1.0,39.0,19.0,517.0,360.0,27.8,4.47301578521729,54202/greek-style-garlic-chicken-breast/,greek,8.0,660.0,0.0,0.0,Greek Style Garlic Chicken Breast,4.0,57.6,136IU,1.0,23.0,26.0,1,B
Cousin Cosmo's Greek Chicken,131.0,239,85.0,0.8,52.0,2.0,54.0,20.0,505.0,468.0,31.0,4.4342341423034695,28362/cousin-cosmos-greek-chicken/,greek,4.0,686.0,1.0,0.0,Cousin Cosmo's Greek Chicken,4.8,10.2,1856IU,1.0,10.0,27.0,-1,A
Octapodi Kokkinisto (Greek Octopus in Tomato Sauce),109.0,412,73.0,2.4,51.0,10.0,64.0,8.0,24.0,813.0,24.2,4.571428775787349,214011/octapodi-kokkinisto-greek-octopus-in-tomato-sauce/,greek,4.0,502.0,6.0,0.0,Octapodi Kokkinisto (Greek Octopus in Tomato Sauce),14.6,28.8,734IU,1.0,22.0,60.0,0,B
Greek Chicken Pasta,125.0,488,55.0,7.5,169.0,4.0,71.0,17.0,1000.0,526.0,32.6,4.35647535324097,12072/greek-chicken-pasta/,greek,3.0,444.0,5.0,0.0,Greek Chicken Pasta,70.0,11.4,486IU,1.0,56.0,116.0,-4,A
Souvlaki,21.0,189,65.0,1.2,7.0,1.0,34.0,11.0,941.0,467.0,24.2,4.69621515274048,14713/souvlaki/,greek,2.0,354.0,1.0,1.0,Souvlaki,4.3,8.1,86IU,1.0,25.0,45.0,-2,A
Spinach and Feta Pita Bake,149.0,350,13.0,6.9,142.0,4.0,96.0,5.0,1000.0,524.0,11.6,4.75844430923462,93666/spinach-and-feta-pita-bake/,greek,4.0,587.0,3.0,0.0,Spinach and Feta Pita Bake,41.6,17.1,5546IU,0.0,19.0,146.0,0,B
Greek Penne and Chicken,155.0,685,94.0,7.1,25.0,5.0,98.0,26.0,740.0,654.0,47.0,4.32564449310303,11998/greek-penne-and-chicken/,greek,7.0,826.0,6.0,0.0,Greek Penne and Chicken,96.2,13.2,920IU,1.0,24.0,147.0,-3,A
Spanakopita (Greek Spinach Pie),495.0,494,100.0,7.4,391.0,8.0,175.0,7.0,905.0,1304.0,18.2,4.49861097335815,18417/spanakopita-greek-spinach-pie/,greek,11.0,894.0,5.0,0.0,Spanakopita (Greek Spinach Pie),31.5,34.7,12264IU,1.0,62.0,236.0,0,B
Greek Lemon Chicken and Potato Bake,142.0,551,103.0,8.5,73.0,6.0,95.0,16.0,3000.0,1252.0,34.8,4.6415095329284695,242402/greek-lemon-chicken-and-potato-bake/,greek,6.0,1859.0,3.0,0.0,Greek Lemon Chicken and Potato Bake,41.9,29.1,1036IU,1.0,49.0,309.0,-4,A
Chicken Souvlaki Gyro Style,566.0,764,133.0,3.8,144.0,4.0,80.0,23.0,506.0,728.0,44.4,4.68077611923218,72114/chicken-souvlaki-gyro-style/,greek,15.0,3170.0,12.0,1.0,Chicken Souvlaki Gyro Style,55.9,40.5,2270IU,1.0,21.0,270.0,3,C
Greek Pasta with Tomatoes and White Beans,338.0,460,17.0,11.5,228.0,12.0,153.0,7.0,657.0,1362.0,23.4,4.16485500335693,11669/greek-pasta-with-tomatoes-and-white-beans/,greek,3.0,593.0,8.0,0.0,Greek Pasta with Tomatoes and White Beans,79.0,5.9,8321IU,0.0,35.0,409.0,-8,A
Feta Cheese Turkey Burgers,217.0,318,123.0,0.5,22.0,2.0,31.0,9.0,459.0,300.0,25.5,4.56166982650757,14572/feta-cheese-turkey-burgers/,greek,9.0,800.0,2.0,0.0,Feta Cheese Turkey Burgers,3.6,21.9,226IU,1.0,0.0,15.0,2,B
Greek Chicken,38.0,412,97.0,1.4,9.0,2.0,30.0,10.0,516.0,319.0,31.1,4.46218490600586,14527/greek-chicken/,greek,7.0,95.0,0.0,0.0,Greek Chicken,3.5,30.7,145IU,0.0,22.0,25.0,-1,A
Chicken Souvlaki with Tzatziki Sauce,21.0,268,71.0,0.3,7.0,1.0,25.0,15.0,731.0,236.0,25.5,4.72752046585083,231644/chicken-souvlaki-with-tzatziki-sauce/,greek,4.0,295.0,1.0,0.0,Chicken Souvlaki with Tzatziki Sauce,2.6,16.8,47IU,0.0,3.0,31.0,-1,A
Kroppkakor - Swedish Potato Dumplings,33.0,207,24.0,1.2,56.0,2.0,19.0,4.0,9.0,212.0,6.0,3.79999995231628,230576/kroppkakor-swedish-potato-dumplings/,scandinavian,3.0,868.0,1.0,0.0,Kroppkakor - Swedish Potato Dumplings,25.2,8.8,25IU,0.0,2.0,37.0,3,C
Finnish Pulla,25.0,178,34.0,0.9,66.0,2.0,10.0,3.0,261.0,68.0,4.7,4.785340309143071,7010/finnish-pulla/,scandinavian,2.0,99.0,7.0,0.0,Finnish Pulla,30.9,3.8,138IU,0.0,0.0,0.0,1,B
Rosenmunnar,2.0,47,7.0,0.1,7.0,0.0,1.0,0.0,843.0,6.0,0.4,4.57597160339355,9745/rosenmunnar/,scandinavian,2.0,19.0,2.0,0.0,Rosenmunnar,5.6,2.6,79IU,0.0,0.0,0.0,0,B
Rosettes I,12.0,561,13.0,0.1,10.0,0.0,2.0,0.0,196.0,21.0,1.1,4.77894735336304,9809/rosettes-i/,scandinavian,8.0,28.0,5.0,0.0,Rosettes I,8.2,59.2,32IU,0.0,0.0,0.0,4,C
Swedish Nuts II,22.0,298,15.0,2.7,7.0,1.0,35.0,1.0,125.0,125.0,3.1,4.685184955596919,15037/swedish-nuts-ii/,scandinavian,5.0,48.0,14.0,0.0,Swedish Nuts II,16.5,26.2,193IU,0.0,0.0,0.0,2,B
Norwegian Lefse,27.0,368,16.0,5.5,63.0,2.0,59.0,6.0,123.0,918.0,6.9,4.45454549789429,18082/norwegian-lefse/,scandinavian,4.0,523.0,3.0,0.0,Norwegian Lefse,71.2,6.6,197IU,1.0,20.0,305.0,-4,A
Danish Almond Puff,25.0,424,131.0,0.8,67.0,2.0,10.0,3.0,46.0,78.0,5.9,4.60465097427368,64780/danish-almond-puff/,scandinavian,15.0,193.0,18.0,0.0,Danish Almond Puff,42.0,25.9,804IU,0.0,0.0,0.0,6,C
Danish Christmas Red Cabbage,24.0,144,0.0,1.0,9.0,0.0,8.0,0.0,99.0,116.0,0.7,4.5211267471313485,79136/danish-christmas-red-cabbage/,scandinavian,0.0,402.0,35.0,0.0,Danish Christmas Red Cabbage,36.8,0.1,527IU,0.0,27.0,37.0,3,C
Mom's Buttermilk Pancakes,93.0,210,65.0,0.8,67.0,2.0,16.0,3.0,1000.0,156.0,7.1,4.26680660247803,203229/moms-buttermilk-pancakes/,scandinavian,4.0,1027.0,3.0,0.0,Mom's Buttermilk Pancakes,27.2,7.9,256IU,0.0,1.0,0.0,3,C
Swedish Meatballs (Svenska Kottbullar),65.0,309,108.0,0.6,31.0,2.0,21.0,7.0,1000.0,290.0,16.9,4.638532161712651,216564/swedish-meatballs-svenska-kottbullar/,scandinavian,11.0,794.0,3.0,0.0,Swedish Meatballs (Svenska Kottbullar),11.9,21.3,392IU,0.0,1.0,12.0,3,C
Swedish Meatballs I,306.0,662,178.0,0.8,33.0,4.0,59.0,13.0,455.0,712.0,31.2,4.05835008621216,15449/swedish-meatballs-i/,scandinavian,19.0,1193.0,12.0,0.0,Swedish Meatballs I,26.3,47.8,550IU,0.0,4.0,86.0,6,C
Hasselback Potatoes,72.0,247,19.0,5.1,39.0,2.0,55.0,4.0,795.0,965.0,6.1,4.24549531936646,79518/hasselback-potatoes/,scandinavian,4.0,171.0,2.0,0.0,Hasselback Potatoes,41.1,7.1,201IU,1.0,45.0,226.0,-1,A
Chef John's Swedish Meatballs,76.0,479,194.0,0.7,32.0,3.0,32.0,10.0,890.0,429.0,28.2,4.625935077667241,231169/chef-johns-swedish-meatballs/,scandinavian,17.0,1206.0,2.0,0.0,Chef John's Swedish Meatballs,10.1,35.8,648IU,0.0,1.0,12.0,4,C
Torsk,34.0,670,183.0,0.0,10.0,0.0,39.0,8.0,360.0,579.0,29.8,4.36885261535645,12783/torsk/,scandinavian,29.0,2764.0,33.0,0.0,Torsk,33.4,47.1,1462IU,1.0,4.0,0.0,14,D
The Amazing Swedish Meatball,116.0,560,134.0,1.4,43.0,3.0,37.0,11.0,265.0,453.0,24.6,3.45175433158875,53763/the-amazing-swedish-meatball/,scandinavian,16.0,2175.0,3.0,0.0,The Amazing Swedish Meatball,18.6,42.7,496IU,0.0,3.0,16.0,8,C
Easy Swedish Meatball Sauce ,77.0,393,140.0,0.8,23.0,2.0,24.0,4.0,565.0,299.0,15.0,4.23245620727539,218894/easy-swedish-meatball-sauce/,scandinavian,17.0,358.0,1.0,0.0,Easy Swedish Meatball Sauce ,12.2,31.5,1080IU,0.0,5.0,0.0,4,C
Easy Swedish Apple Pie,18.0,359,69.0,2.2,32.0,1.0,8.0,2.0,272.0,126.0,2.8,4.59471368789673,54628/easy-swedish-apple-pie/,scandinavian,11.0,133.0,35.0,0.0,Easy Swedish Apple Pie,49.3,18.0,572IU,0.0,4.0,85.0,5,C
Norwegian Pancakes - Pannekaken,88.0,145,98.0,0.6,53.0,1.0,14.0,3.0,250.0,147.0,7.3,4.58571434020996,83723/norwegian-pancakes-pannekaken/,scandinavian,2.0,157.0,4.0,0.0,Norwegian Pancakes - Pannekaken,19.6,3.9,237IU,0.0,0.0,0.0,0,B
Easy Swedish Pancakes,173.0,252,211.0,0.4,58.0,2.0,23.0,4.0,297.0,268.0,12.0,4.07537698745728,52581/easy-swedish-pancakes/,scandinavian,7.0,161.0,9.0,0.0,Easy Swedish Pancakes,21.1,13.3,652IU,0.0,0.0,0.0,2,B
Beef and Irish Stout Stew,41.0,518,101.0,2.4,33.0,3.0,42.0,11.0,248.0,723.0,29.4,4.33219194412231,70298/beef-and-irish-stout-stew/,uk-and-ireland,13.0,160.0,5.0,0.0,Beef and Irish Stout Stew,14.2,36.1,7281IU,1.0,9.0,88.0,1,B
Irish Bacon And Cabbage Soup,73.0,276,21.0,6.0,58.0,4.0,58.0,6.0,209.0,1096.0,12.3,4.52879571914673,100378/irish-bacon-and-cabbage-soup/,uk-and-ireland,3.0,825.0,5.0,0.0,Irish Bacon And Cabbage Soup,38.4,8.1,1239IU,1.0,55.0,211.0,0,B
Ferg's Ulster Fry-up,89.0,643,227.0,1.9,54.0,5.0,33.0,7.0,20.0,401.0,21.0,4.6999998092651385,100526/fergs-ulster-fry-up/,uk-and-ireland,11.0,957.0,3.0,0.0,Ferg's Ulster Fry-up,32.4,47.7,695IU,0.0,6.0,190.0,2,B
Mushy Peas II,68.0,216,15.0,6.2,97.0,5.0,43.0,3.0,10.0,328.0,7.0,3.46153855323792,52024/mushy-peas-ii/,uk-and-ireland,5.0,397.0,7.0,0.0,Mushy Peas II,19.7,13.0,3076IU,0.0,31.0,140.0,0,B
Beef Wellington,30.0,744,131.0,1.2,65.0,5.0,32.0,11.0,508.0,385.0,26.2,4.5252809524536115,16899/beef-wellington/,uk-and-ireland,21.0,434.0,1.0,0.0,Beef Wellington,29.6,57.2,533IU,0.0,1.0,16.0,4,C
Cawl (Traditional Welsh Broth),76.0,154,12.0,5.0,62.0,2.0,44.0,5.0,16.0,709.0,9.0,4.349999904632569,48770/cawl-traditional-welsh-broth/,uk-and-ireland,1.0,248.0,7.0,0.0,Cawl (Traditional Welsh Broth),23.8,3.1,2404IU,1.0,48.0,164.0,-2,A
Cock a Leekie Soup,55.0,243,126.0,2.1,55.0,3.0,60.0,17.0,63.0,542.0,32.4,4.47457647323608,16360/cock-a-leekie-soup/,uk-and-ireland,2.0,497.0,3.0,0.0,Cock a Leekie Soup,12.4,6.5,1022IU,1.0,8.0,152.0,-4,A
Vegetarian Haggis,24.0,163,19.0,5.4,44.0,2.0,20.0,2.0,34.0,166.0,6.6,4.11111116409302,81466/vegetarian-haggis/,uk-and-ireland,1.0,176.0,2.0,0.0,Vegetarian Haggis,22.5,5.6,984IU,0.0,3.0,84.0,-1,A
English Trifle to Die For,141.0,566,179.0,3.3,37.0,1.0,37.0,2.0,124.0,188.0,6.7,4.742268085479741,18981/english-trifle-to-die-for/,uk-and-ireland,18.0,350.0,32.0,0.0,English Trifle to Die For,63.6,33.2,1219IU,0.0,7.0,30.0,7,C
Amazingly Easy Irish Soda Bread,53.0,172,16.0,0.7,48.0,1.0,8.0,2.0,1000.0,56.0,3.5,4.47723913192749,16947/amazingly-easy-irish-soda-bread/,uk-and-ireland,2.0,269.0,3.0,0.0,Amazingly Easy Irish Soda Bread,22.5,7.5,290IU,0.0,0.0,0.0,1,B
Irish Chicken and Dumplings,162.0,595,58.0,7.8,150.0,6.0,90.0,20.0,1000.0,1376.0,33.9,4.53973245620728,11843/irish-chicken-and-dumplings/,uk-and-ireland,3.0,2402.0,14.0,0.0,Irish Chicken and Dumplings,94.4,9.2,11398IU,1.0,45.0,293.0,-3,A
Irresistible Irish Soda Bread,123.0,192,27.0,0.8,61.0,2.0,12.0,3.0,1000.0,102.0,5.1,4.56606864929199,7095/irresistible-irish-soda-bread/,uk-and-ireland,3.0,497.0,8.0,0.0,Irresistible Irish Soda Bread,31.7,4.9,149IU,0.0,0.0,0.0,2,B
Guinness(R) Corned Beef,19.0,277,61.0,0.0,6.0,2.0,17.0,7.0,1000.0,355.0,16.7,4.413580417633058,46530/guinness-corned-beef/,uk-and-ireland,5.0,1384.0,13.0,0.0,Guinness(R) Corned Beef,13.6,16.9,0IU,0.0,31.0,115.0,4,C
Irish Soda Bread,164.0,511,67.0,3.2,126.0,4.0,35.0,6.0,919.0,389.0,11.3,4.69093418121338,18456/irish-soda-bread/,uk-and-ireland,5.0,543.0,15.0,1.0,Irish Soda Bread,99.5,8.6,274IU,0.0,1.0,60.0,4,C
Diane's Colcannon,59.0,250,26.0,4.6,46.0,1.0,43.0,3.0,843.0,756.0,5.8,4.75664329528809,58642/dianes-colcannon/,uk-and-ireland,6.0,217.0,4.0,0.0,Diane's Colcannon,29.8,12.6,258IU,1.0,45.0,190.0,-1,A
Beef and Guinness(R) Stew,91.0,528,96.0,5.1,42.0,4.0,62.0,11.0,1000.0,1015.0,29.4,4.85007095336914,234534/beef-and-guinness-stew/,uk-and-ireland,10.0,1605.0,9.0,0.0,Beef and Guinness(R) Stew,42.1,24.6,5365IU,1.0,20.0,297.0,-2,A
Braised Corned Beef Brisket,28.0,455,162.0,0.7,17.0,3.0,24.0,8.0,1000.0,307.0,30.6,4.80645179748535,231030/braised-corned-beef-brisket/,uk-and-ireland,11.0,1877.0,2.0,0.0,Braised Corned Beef Brisket,5.4,33.7,1IU,0.0,4.0,25.0,5,C
Scottish Shortbread IV,16.0,256,41.0,0.6,44.0,1.0,6.0,2.0,890.0,42.0,2.6,4.5707068443298295,11341/scottish-shortbread-iv/,uk-and-ireland,10.0,112.0,9.0,0.0,Scottish Shortbread IV,26.9,15.6,473IU,0.0,0.0,0.0,4,C
Irish Lamb Stew,82.0,672,163.0,4.0,58.0,5.0,67.0,21.0,822.0,936.0,46.4,4.59892082214355,16035/irish-lamb-stew/,uk-and-ireland,16.0,1189.0,6.0,0.0,Irish Lamb Stew,26.3,39.3,8245IU,1.0,17.0,122.0,0,B
Sky High Yorkshire Pudding,60.0,160,65.0,0.6,48.0,1.0,11.0,2.0,849.0,106.0,5.6,4.37640428543091,95339/sky-high-yorkshire-pudding/,uk-and-ireland,2.0,40.0,2.0,0.0,Sky High Yorkshire Pudding,17.9,7.2,158IU,0.0,0.0,0.0,0,B
Kolachky,44.0,241,34.0,0.9,30.0,1.0,18.0,1.0,116.0,71.0,3.9,4.571428775787349,26159/kolachky/,eastern-european,8.0,37.0,4.0,0.0,Kolachky,17.8,17.9,369IU,0.0,0.0,0.0,2,B
Serbian Cevapcici,55.0,690,223.0,0.6,24.0,5.0,61.0,23.0,86.0,879.0,62.8,4.5588235855102495,80398/serbian-cevapcici/,eastern-european,18.0,1097.0,0.0,1.0,Serbian Cevapcici,2.1,46.1,350IU,1.0,3.0,1.0,0,B
Slovak Stuffed Cabbage,101.0,556,101.0,6.9,91.0,5.0,60.0,12.0,347.0,876.0,25.9,4.502057552337651,14597/slovak-stuffed-cabbage/,eastern-european,14.0,2096.0,17.0,1.0,Slovak Stuffed Cabbage,31.6,36.5,985IU,1.0,110.0,229.0,4,C
Real Hungarian Goulash (No Tomato Paste Here),38.0,348,111.0,2.6,24.0,5.0,37.0,7.0,128.0,451.0,32.1,4.543859481811519,235135/real-hungarian-goulash-no-tomato-paste-here/,eastern-european,8.0,76.0,4.0,0.0,Real Hungarian Goulash (No Tomato Paste Here),8.9,20.1,1806IU,1.0,8.0,50.0,-2,A
Rice Bread (Pirog),64.0,288,27.0,1.3,93.0,2.0,17.0,4.0,6.0,169.0,6.4,4.66666650772095,6994/rice-bread-pirog/,eastern-european,2.0,94.0,14.0,0.0,Rice Bread (Pirog),47.5,8.0,365IU,0.0,0.0,6.0,1,B
Simple Golabki,133.0,225,50.0,6.6,104.0,4.0,53.0,7.0,43.0,791.0,18.2,4.2962961196899405,221395/simple-golabki/,eastern-european,4.0,1432.0,10.0,0.0,Simple Golabki,18.7,9.6,347IU,1.0,86.0,149.0,1,B
Bosnian Style Cornbread (Razljevak),128.0,245,64.0,0.8,50.0,1.0,17.0,3.0,9.0,150.0,6.6,4.22222232818604,206164/bosnian-style-cornbread-razljevak/,eastern-european,3.0,557.0,3.0,0.0,Bosnian Style Cornbread (Razljevak),22.0,14.6,112IU,0.0,1.0,7.0,2,B
Beef Stroganoff III,33.0,304,83.0,0.9,21.0,2.0,19.0,5.0,4000.0,213.0,16.6,4.5849552154541,25202/beef-stroganoff-iii/,eastern-european,12.0,619.0,1.0,0.0,Beef Stroganoff III,5.7,23.0,488IU,0.0,2.0,71.0,3,C
Hungarian Mushroom Soup,103.0,201,32.0,2.4,41.0,2.0,27.0,6.0,2000.0,542.0,7.5,4.7298302650451705,17897/hungarian-mushroom-soup/,eastern-european,8.0,829.0,6.0,0.0,Hungarian Mushroom Soup,14.8,13.5,1271IU,0.0,11.0,133.0,3,C
Stuffed Cabbage Rolls,33.0,223,66.0,0.9,37.0,2.0,26.0,6.0,2000.0,338.0,12.8,4.3451189994812,26661/stuffed-cabbage-rolls/,eastern-european,5.0,657.0,3.0,0.0,Stuffed Cabbage Rolls,13.3,13.1,1783IU,0.0,25.0,343.0,-4,A
Russian Tea Cakes I,6.0,102,14.0,0.4,16.0,0.0,7.0,1.0,2000.0,24.0,1.3,4.69153070449829,10192/russian-tea-cakes-i/,eastern-european,3.0,37.0,3.0,0.0,Russian Tea Cakes I,8.2,7.3,158IU,0.0,0.0,0.0,1,B
Russian Mushroom and Potato Soup,50.0,167,23.0,2.7,36.0,1.0,30.0,3.0,1000.0,541.0,4.5,4.74760675430298,80773/russian-mushroom-and-potato-soup/,eastern-european,5.0,928.0,3.0,0.0,Russian Mushroom and Potato Soup,21.2,7.7,2490IU,0.0,19.0,181.0,2,B
Kielbasa and Cabbage,108.0,377,63.0,6.0,95.0,2.0,44.0,5.0,1000.0,632.0,17.2,4.52420473098755,14714/kielbasa-and-cabbage/,eastern-european,9.0,952.0,12.0,1.0,Kielbasa and Cabbage,20.2,26.0,253IU,0.0,79.0,51.0,3,C
"Serbian Ground Beef, Veggie, and Potato Bake",70.0,367,72.0,5.0,52.0,3.0,58.0,11.0,669.0,988.0,22.7,4.41717767715454,70589/serbian-ground-beef-veggie-and-potato-bake/,eastern-european,6.0,567.0,4.0,0.0,"Serbian Ground Beef, Veggie, and Potato Bake",27.2,18.1,3408IU,1.0,50.0,228.0,-2,A
Apple Banana Cupcakes,9.0,151,16.0,0.8,23.0,1.0,6.0,1.0,469.0,67.0,1.8,4.6689977645874015,25552/apple-banana-cupcakes/,eastern-european,2.0,158.0,13.0,0.0,Apple Banana Cupcakes,22.3,6.3,33IU,0.0,1.0,29.0,1,B
Lentil Soup,114.0,255,9.0,13.7,206.0,4.0,67.0,4.0,622.0,747.0,13.7,4.59154939651489,16016/lentil-soup/,eastern-european,1.0,1099.0,7.0,0.0,Lentil Soup,33.3,6.0,5621IU,0.0,21.0,190.0,-3,A
Sweet Russian Cabbage Soup,211.0,688,128.0,10.4,159.0,8.0,89.0,16.0,528.0,1427.0,36.9,4.62682914733887,94031/sweet-russian-cabbage-soup/,eastern-european,14.0,2396.0,42.0,0.0,Sweet Russian Cabbage Soup,55.5,35.9,6420IU,1.0,124.0,323.0,2,B
Ukrainian Red Borscht Soup,78.0,257,31.0,4.8,67.0,2.0,43.0,5.0,589.0,837.0,10.1,4.46437358856201,84450/ukrainian-red-borscht-soup/,eastern-european,5.0,626.0,8.0,0.0,Ukrainian Red Borscht Soup,24.4,13.8,3665IU,0.0,39.0,206.0,-1,A
